代码,名称,买入日,四组,方案点,阴阳,地基涨跌%,地基档,距MA5%,距MA10%,距MA20%,距MA30%,站上均线数,MA10位置,MA10斜率%,MA20斜率%,反包结构,断板天数,前板高度,反包收复%,断板回撤%,前板日,链,买入开盘%,次日收%,持有到断板%,月,年
002892.SZSE,科力尔,2023-09-26,二接三阳,—,阳,4.91,大阳3~5,7.5,10.9,13.8,13.7,4,上,2.77,1.5,断2~3天,3.0,1.0,21.5,-0.2,09-18,下影-2→一字+10,0.19,-18.31,-18.31,2023-09,2023
002892.SZSE,科力尔,2023-11-21,二接三阴,—,阴,0.0,小阳0~3,0.1,1.2,6.6,5.9,4,上,5.6,1.97,断8~15天,9.0,1.0,16.3,1.5,11-03,下影-1→下影+5,9.64,-3.96,-3.96,2023-11,2023
002893.SZSE,京能热力,2023-07-11,二接三阳,—,阳,4.83,大阳3~5,3.5,3.0,6.9,7.2,4,上,3.94,1.67,断8~15天,8.0,1.0,11.5,-5.3,06-26,实体-1→一字+10,4.98,9.98,16.23,2023-07,2023
002893.SZSE,京能热力,2023-07-12,三接四阳,—,阳,4.83,大阳3~5,3.5,3.0,6.9,7.2,4,上,3.94,1.67,断8~15天,8.0,1.0,11.5,-5.3,06-26,实体-1→一字+10→下影+5,-3.93,5.69,5.69,2023-07,2023
002893.SZSE,京能热力,2023-12-15,二接三阳,—,阳,2.81,小阳0~3,3.8,3.2,1.3,0.9,4,上,-1.6,-1.3,60日内无板,,,,,,下影+2→下影+10,8.6,-10.01,-10.01,2023-12,2023
002896.SZSE,中大力德,2023-06-19,三接四阳,A1,阳,0.52,小阳0~3,1.8,0.8,0.4,7.2,4,上,-2.61,4.75,断16~60天,16.0,1.0,5.6,-9.3,05-22,下影+0→下影+7→一字+10,9.99,7.36,7.36,2023-06,2023
002896.SZSE,中大力德,2025-02-21,二接三阳,—,阳,3.24,大阳3~5,7.9,11.4,30.8,46.9,4,上,15.78,15.53,断8~15天,11.0,2.0,48.8,2.6,01-24,实体-2→下影+3,1.01,-9.92,-9.92,2025-02,2025
002897.SZSE,意华股份,2026-05-26,二接三阴,—,阴,-7.45,巨阴≤-5,-5.2,-5.6,-1.8,-1.3,0,下,6.43,0.97,60日内无板,,,,,,下影+2→下影+4,5.99,-8.33,-8.33,2026-05,2026
002899.SZSE,英派斯,2024-12-13,二接三阴,—,阴,-0.25,小阴-3~0,-1.2,-3.2,-3.0,0.3,1,下,-0.28,0.86,断8~15天,11.0,1.0,4.3,-7.2,11-25,实体-0→下影+4,-3.24,-11.76,-11.76,2024-12,2024
002900.SZSE,哈三联,2024-04-17,二接三阴,—,阴,-2.86,小阴-3~0,-1.6,-2.5,-2.7,-0.8,0,下,-0.32,1.06,断16~60天,38.0,1.0,33.4,0.2,02-08,下影+0→实体+7,6.39,-6.11,-6.11,2024-04,2024
002900.SZSE,哈三联,2024-04-18,三接四阴,—,阴,-2.86,小阴-3~0,-1.6,-2.5,-2.7,-0.8,0,下,-0.32,1.06,断16~60天,38.0,1.0,33.4,0.2,02-08,下影+0→实体+7→下影+6,10.01,-23.19,-23.19,2024-04,2024
002900.SZSE,哈三联,2025-04-07,三接四阴,—,阴,-1.57,小阴-3~0,0.3,0.3,0.7,0.8,4,上,0.1,0.21,60日内无板,,,,,,下影+0→一字+10→一字+10,4.71,2.31,7.81,2025-04,2025
002900.SZSE,哈三联,2025-05-19,二接三阳,—,阳,1.14,小阳0~3,1.1,2.4,-2.6,-6.4,2,上,-1.53,-7.32,断16~60天,22.0,2.0,-23.7,-34.5,04-09,下影+0→下影+7,-0.93,-9.67,-9.67,2025-05,2025
002902.SZSE,铭普光磁,2023-06-05,二接三阳,—,阳,4.44,大阳3~5,10.4,15.4,20.5,15.2,4,上,8.23,-1.01,断1天,1.0,1.0,14.9,-0.1,05-30,实体+4→一字+10,9.99,10.0,27.0,2023-06,2023
002902.SZSE,铭普光磁,2023-06-06,三接四阳,A1,阳,4.44,大阳3~5,10.4,15.4,20.5,15.2,4,上,8.23,-1.01,断1天,1.0,1.0,14.9,-0.1,05-30,实体+4→一字+10→下影+10,7.84,9.99,15.46,2023-06,2023
002902.SZSE,铭普光磁,2024-03-13,三接四阴,—,阴,-6.52,巨阴≤-5,-3.2,-0.9,13.2,16.1,2,下,13.69,6.66,断4~7天,7.0,1.0,6.9,-7.7,02-27,一字+10→一字+10→一字+10,10.0,-4.59,-4.59,2024-03,2024
002903.SZSE,宇环数控,2025-03-21,三接四阳,—,阳,0.49,小阳0~3,-0.6,-0.6,0.4,2.3,2,下,0.15,1.71,断16~60天,38.0,1.0,17.5,-4.3,01-14,下影+5→一字+10→一字+10,5.54,-17.98,-17.98,2025-03,2025
002903.SZSE,宇环数控,2026-03-11,二接三阴,—,阴,-0.48,小阴-3~0,-1.0,1.7,7.5,7.7,3,上,6.65,3.04,断16~60天,42.0,1.0,12.2,-15.0,12-26,下影+4→下影+7,5.53,-15.56,-15.56,2026-03,2026
002905.SZSE,金逸影视,2023-08-09,二接三阴,—,阴,0.39,小阳0~3,-1.9,-5.4,-8.1,-6.0,0,下,-4.24,0.03,断16~60天,19.0,1.0,-2.1,-12.2,07-10,实体+3→下影+4,0.0,-4.93,-4.93,2023-08,2023
002905.SZSE,金逸影视,2025-03-17,三接四阳,—,阳,1.37,小阳0~3,1.6,2.7,-1.1,-2.6,2,上,-0.5,-1.82,断16~60天,23.0,1.0,3.4,-11.8,02-06,实体+0→一字+10→一字+10,-0.1,-9.96,-9.96,2025-03,2025
002905.SZSE,金逸影视,2025-09-12,二接三阳,—,阳,0.59,小阳0~3,-0.6,3.8,4.4,4.3,3,上,2.52,2.19,断4~7天,4.0,1.0,7.8,-8.7,09-03,实体-2→下影+3,3.85,-3.13,-3.13,2025-09,2025
002907.SZSE,华森制药,2025-05-29,二接三阴,—,阴,-3.02,大阴-5~-3,-0.9,-0.2,-0.3,1.8,1,下,-0.27,1.23,断16~60天,21.0,1.0,7.3,-6.8,04-22,实体-0→下影+9,-1.76,9.73,9.73,2025-05,2025
002907.SZSE,华森制药,2026-08-18,二接三阳,—,阳,1.17,小阳0~3,1.0,3.9,6.7,3.8,4,上,4.99,-1.58,断16~60天,25.0,1.0,6.3,-17.7,07-09,一字+10→下影+9,2.38,-12.56,-12.56,2026-08,2026
002909.SZSE,集泰股份,2025-05-16,三接四阴,—,阴,-1.21,小阴-3~0,-1.2,0.2,0.9,1.1,3,上,0.33,1.8,断8~15天,15.0,1.0,3.6,-11.9,04-16,下影+1→一字+10→一字+10,9.99,-10.04,-10.04,2025-05,2025
002909.SZSE,集泰股份,2025-12-25,二接三阴,—,阴,-2.03,小阴-3~0,0.5,0.4,-0.9,-2.1,2,上,-1.63,-0.82,60日内无板,,,,,,下影-0→一字+10,10.06,-19.62,-19.62,2025-12,2025
002909.SZSE,集泰股份,2026-09-03,三接四阳,—,阳,1.86,小阳0~3,2.8,4.0,5.9,10.3,4,上,1.53,3.27,60日内无板,,,,,,下影-1→下影+4→一字+10,10.03,-9.99,-9.99,2026-09,2026
002910.SZSE,庄园牧场,2025-02-26,三接四阳,—,阳,1.88,小阳0~3,2.3,1.2,6.0,8.5,4,上,3.96,2.03,60日内无板,,,,,,下影-0→一字+10→一字+10,10.04,10.04,-0.75,2025-02,2025
002910.SZSE,庄园牧场,2025-10-13,二接三阳,—,阳,2.39,小阳0~3,3.2,3.4,1.5,0.3,4,上,-2.55,-0.6,断16~60天,53.0,1.0,2.7,-15.3,07-17,下影+0→下影+3,10.04,-17.95,-17.95,2025-10,2025
002910.SZSE,庄园牧场,2025-12-19,二接三阴,—,阴,-1.25,小阴-3~0,-1.1,-4.1,-5.2,-7.5,0,下,-3.06,-3.24,断16~60天,26.0,1.0,-5.8,-16.9,11-10,下影-0→下影+2,-6.04,10.04,-0.73,2025-12,2025
002910.SZSE,庄园牧场,2025-12-22,三接四阴,—,阴,-1.25,小阴-3~0,-1.1,-4.1,-5.2,-7.5,0,下,-3.06,-3.24,断16~60天,26.0,1.0,-5.8,-16.9,11-10,下影-0→下影+2→实体-6,0.29,-9.79,-9.79,2025-12,2025
002912.SZSE,中新赛克,2024-10-29,二接三阴,—,阴,-1.02,小阴-3~0,-1.4,0.7,4.4,11.2,3,上,0.56,5.93,断8~15天,13.0,1.0,9.5,-7.3,09-30,下影+10→一字+10,10.01,9.99,18.94,2024-10,2024
002912.SZSE,中新赛克,2024-10-30,三接四阴,—,阴,-1.02,小阴-3~0,-1.4,0.7,4.4,11.2,3,上,0.56,5.93,断8~15天,13.0,1.0,9.5,-7.3,09-30,下影+10→一字+10→下影+10,0.7,10.02,8.14,2024-10,2024
002915.SZSE,中欣氟材,2023-12-20,二接三阴,—,阴,0.0,小阳0~3,-1.3,-3.5,-6.8,-8.8,0,下,-3.55,-3.0,断16~60天,46.0,1.0,-13.9,-22.0,10-12,下影+5→下影+6,9.97,-3.13,-3.13,2023-12,2023
002915.SZSE,中欣氟材,2024-12-11,二接三阴,—,阴,-1.6,小阴-3~0,-0.6,4.1,7.2,10.0,3,上,4.86,3.65,断4~7天,4.0,1.0,10.4,-1.7,12-02,下影-1→一字+10,9.98,-7.1,-7.1,2024-12,2024
002915.SZSE,中欣氟材,2025-04-24,二接三阳,—,阳,3.36,大阳3~5,2.9,5.6,0.0,-4.6,3,上,-2.82,-4.05,60日内无板,,,,,,实体+0→下影+3,7.39,2.44,2.44,2025-04,2025
002915.SZSE,中欣氟材,2025-04-25,三接四阳,—,阳,3.36,大阳3~5,2.9,5.6,0.0,-4.6,3,上,-2.82,-4.05,60日内无板,,,,,,实体+0→下影+3→下影+7,4.4,-2.0,-2.0,2025-04,2025
002915.SZSE,中欣氟材,2025-08-07,二接三阳,—,阳,4.5,大阳3~5,1.5,3.3,5.8,8.5,4,上,0.2,3.14,断4~7天,5.0,1.0,7.4,-7.6,07-28,实体+1→下影+5,9.99,-2.46,-2.46,2025-08,2025
002917.SZSE,金奥博,2025-01-13,二接三阴,—,阴,-1.21,小阴-3~0,1.7,0.3,-0.7,-0.9,2,上,-1.77,-1.29,60日内无板,,,,,,实体-1→一字+10,10.03,10.04,39.0,2025-01,2025
002917.SZSE,金奥博,2025-07-23,二接三阴,—,阴,-0.49,小阴-3~0,-0.2,0.6,2.3,3.5,3,上,1.62,1.78,60日内无板,,,,,,下影+8→下影+8,5.57,-16.2,-16.2,2025-07,2025
002918.SZSE,蒙娜丽莎,2024-12-19,二接三阴,—,阴,-0.65,小阴-3~0,-0.0,2.0,4.2,4.1,4,上,2.55,1.44,60日内无板,,,,,,实体+4→下影+0,2.59,-17.32,-17.32,2024-12,2024
002918.SZSE,蒙娜丽莎,2026-05-13,三接四阴,—,阴,-0.85,小阴-3~0,-3.6,-5.8,-7.6,-7.0,0,下,-3.62,-0.41,60日内无板,,,,,,下影+0→一字+10→一字+10,1.79,10.0,8.9,2026-05,2026
002921.SZSE,联诚精密,2025-03-12,二接三阳,—,阳,1.78,小阳0~3,2.9,3.3,6.4,9.3,4,上,2.28,2.17,断4~7天,7.0,1.0,6.4,-10.9,02-26,实体-1→一字+10,6.49,-9.99,-9.99,2025-03,2025
002923.SZSE,润都股份,2024-03-07,三接四阳,—,阳,2.3,小阳0~3,0.5,2.8,4.5,-2.3,3,上,8.75,-2.56,断8~15天,10.0,1.0,29.3,0.0,02-08,下影+6→一字+10→一字+10,9.98,-12.58,-12.58,2024-03,2024
002923.SZSE,润都股份,2025-01-21,二接三阴,—,阴,-0.44,小阴-3~0,-0.1,-3.2,-5.3,-8.7,0,下,-2.51,-3.86,60日内无板,,,,,,下影-0→下影+6,8.71,-12.71,-12.71,2025-01,2025
002923.SZSE,润都股份,2025-04-03,二接三阴,—,阴,-3.92,大阴-5~-3,4.6,12.7,26.4,33.0,4,上,14.97,10.12,断1天,1.0,1.0,5.7,-5.5,03-28,实体+1→下影+2,-5.51,-10.63,-10.63,2025-04,2025
002925.SZSE,盈趣科技,2025-09-24,二接三阳,—,阳,0.97,小阳0~3,0.3,0.7,-1.1,-2.5,2,上,-0.19,-1.34,60日内无板,,,,,,下影+10→下影+10,4.55,-15.84,-15.84,2025-09,2025
002927.SZSE,泰永长征,2023-12-01,二接三阳,—,阳,1.22,小阳0~3,1.2,0.6,1.2,3.1,4,上,-0.02,0.97,60日内无板,,,,,,实体+0→一字+10,10.02,-18.06,-18.06,2023-12,2023
002927.SZSE,泰永长征,2025-03-20,二接三阳,—,阳,2.13,小阳0~3,2.0,4.9,8.2,11.1,4,上,4.39,2.19,断2~3天,3.0,1.0,10.5,-3.2,03-12,下影+5→下影+10,4.96,-19.45,-19.45,2025-03,2025
002929.SZSE,润建股份,2025-02-13,三接四阳,—,阳,2.43,小阳0~3,4.8,7.7,12.3,9.8,4,上,5.73,-0.08,断16~60天,29.0,1.0,15.2,-14.9,12-19,实体+10→下影+5→一字+10,10.0,6.34,-0.54,2025-02,2025
002929.SZSE,润建股份,2025-02-24,三接四阳,—,阳,-0.41,小阴-3~0,0.6,16.6,35.5,44.2,4,上,26.43,16.16,断2~3天,2.0,1.0,2.5,-9.4,02-14,下影+3→实体+4→一字+10,8.09,-13.7,-13.7,2025-02,2025
002931.SZSE,锋龙股份,2023-11-07,二接三阳,—,阳,1.74,小阳0~3,3.6,5.1,13.1,16.3,4,上,8.18,4.46,断2~3天,2.0,1.0,8.5,-5.9,10-31,实体+6→下影+10,9.57,9.98,-1.01,2023-11,2023
002931.SZSE,锋龙股份,2023-11-08,三接四阳,—,阳,1.74,小阳0~3,3.6,5.1,13.1,16.3,4,上,8.18,4.46,断2~3天,2.0,1.0,8.5,-5.9,10-31,实体+6→下影+10→下影+10,0.37,-10.0,-10.0,2023-11,2023
002939.SZSE,长城证券,2025-08-15,二接三阳,—,阳,0.56,小阳0~3,1.0,1.5,1.0,2.5,4,上,-0.93,0.62,60日内无板,,,,,,下影+0→下影+2,0.36,10.03,14.26,2025-08,2025
002939.SZSE,长城证券,2025-08-18,三接四阳,—,阳,0.56,小阳0~3,1.0,1.5,1.0,2.5,4,上,-0.93,0.62,60日内无板,,,,,,下影+0→下影+2→下影+0,8.13,3.84,3.84,2025-08,2025
002940.SZSE,昂利康,2025-06-10,二接三阳,—,阳,5.94,巨阳≥5,9.6,16.4,22.7,25.7,4,上,8.12,5.05,断2~3天,2.0,1.0,18.4,-2.5,06-03,下影-0→实体+6,10.01,9.98,14.15,2025-06,2025
002940.SZSE,昂利康,2025-06-11,三接四阳,—,阳,5.94,巨阳≥5,9.6,16.4,22.7,25.7,4,上,8.12,5.05,断2~3天,2.0,1.0,18.4,-2.5,06-03,下影-0→实体+6→下影+10,8.59,3.79,3.79,2025-06,2025
002940.SZSE,昂利康,2026-04-20,二接三阳,—,阳,6.24,巨阳≥5,4.4,-0.9,3.6,4.5,3,下,0.77,0.39,断8~15天,9.0,1.0,2.1,-15.4,04-01,下影-2→实体+1,7.51,-9.19,-9.19,2026-04,2026
002941.SZSE,新疆交建,2025-08-13,三接四阴,—,阴,0.97,小阳0~3,2.5,3.4,4.7,7.3,4,上,0.02,2.34,60日内无板,,,,,,实体+0→一字+10→一字+10,7.54,-10.01,-10.01,2025-08,2025
002942.SZSE,新农股份,2025-10-16,二接三阳,—,阳,1.38,小阳0~3,4.1,6.6,4.9,4.5,4,上,0.01,-0.13,断16~60天,49.0,2.0,3.2,-18.0,07-28,下影+0→下影+8,0.04,-10.02,-10.02,2025-10,2025
002942.SZSE,新农股份,2026-08-28,二接三阳,—,阳,-0.19,小阴-3~0,-0.3,0.4,2.5,5.3,3,上,1.32,3.41,60日内无板,,,,,,实体+0→一字+10,9.99,5.21,5.21,2026-08,2026
002942.SZSE,新农股份,2026-08-31,三接四阳,—,阳,-0.19,小阴-3~0,-0.3,0.4,2.5,5.3,3,上,1.32,3.41,60日内无板,,,,,,实体+0→一字+10→下影+10,-4.4,-3.96,-3.96,2026-08,2026
002943.SZSE,宇晶股份,2026-01-26,二接三阴,—,阴,-5.52,巨阴≤-5,-5.0,-2.6,14.3,24.0,2,下,14.66,12.81,断2~3天,3.0,1.0,1.1,-8.4,01-16,下影+1→一字+10,10.0,5.57,6.05,2026-01,2026
002945.SZSE,华林证券,2024-10-08,二接三阳,—,阳,6.52,巨阳≥5,8.6,12.0,14.6,14.9,4,上,3.41,2.26,60日内无板,,,,,,下影+4→下影+7,9.97,-10.01,-10.01,2024-10,2024
002945.SZSE,华林证券,2024-11-07,二接三阳,—,阳,3.62,大阳3~5,2.3,2.1,0.9,6.3,4,上,0.66,1.66,断16~60天,19.0,3.0,-6.3,-20.0,10-08,下影+0→一字+10,-2.23,5.13,5.13,2024-11,2024
002945.SZSE,华林证券,2024-11-08,三接四阳,—,阳,3.62,大阳3~5,2.3,2.1,0.9,6.3,4,上,0.66,1.66,断16~60天,19.0,3.0,-6.3,-20.0,10-08,下影+0→一字+10→下影-2,10.02,-12.53,-12.53,2024-11,2024
002947.SZSE,恒铭达,2023-10-12,二接三阴,—,阴,-0.26,小阴-3~0,1.9,2.5,0.9,2.4,4,上,-0.87,0.32,60日内无板,,,,,,实体+1→下影+3,-5.35,6.37,6.37,2023-10,2023
002947.SZSE,恒铭达,2023-10-13,三接四阴,—,阴,-0.26,小阴-3~0,1.9,2.5,0.9,2.4,4,上,-0.87,0.32,60日内无板,,,,,,实体+1→下影+3→实体-5,3.51,-8.66,-8.66,2023-10,2023
002949.SZSE,华阳国际,2024-12-13,二接三阳,—,阳,4.58,大阳3~5,5.5,7.2,7.9,6.5,4,上,2.25,-0.37,断16~60天,45.0,2.0,40.4,-2.9,10-08,下影-0→下影+4,1.84,-8.16,-8.16,2024-12,2024
002951.SZSE,金时科技,2025-06-05,二接三阳,—,阳,0.84,小阳0~3,1.4,-1.2,0.4,2.7,3,下,-0.3,0.17,60日内无板,,,,,,下影+7→一字+10,5.88,9.98,32.62,2025-06,2025
002951.SZSE,金时科技,2025-06-06,三接四阳,—,阳,0.84,小阳0~3,1.4,-1.2,0.4,2.7,3,下,-0.3,0.17,60日内无板,,,,,,下影+7→一字+10→下影+6,9.98,9.97,20.58,2025-06,2025
002951.SZSE,金时科技,2025-07-09,二接三阳,—,阳,3.42,大阳3~5,-4.1,-1.2,-4.7,6.6,1,下,-3.55,6.37,断8~15天,14.0,2.0,-6.9,-25.2,06-16,下影-1→下影+3,8.07,7.4,7.4,2025-07,2025
002951.SZSE,金时科技,2025-07-10,三接四阳,—,阳,3.42,大阳3~5,-4.1,-1.2,-4.7,6.6,1,下,-3.55,6.37,断8~15天,14.0,2.0,-6.9,-25.2,06-16,下影-1→下影+3→下影+8,8.03,-12.14,-12.14,2025-07,2025
002951.SZSE,金时科技,2026-02-13,二接三阴,—,阴,0.48,小阳0~3,0.6,3.6,3.9,1.7,4,上,2.58,-0.43,断4~7天,5.0,1.0,9.8,-3.6,02-03,实体-1→下影+4,5.31,-10.01,-10.01,2026-02,2026
002951.SZSE,金时科技,2026-06-03,二接三阴,—,阴,0.86,小阳0~3,3.4,5.1,6.8,8.8,4,上,0.66,2.23,断1天,1.0,1.0,10.9,0.3,05-28,下影-3→下影-1,3.47,5.62,-4.94,2026-06,2026
002952.SZSE,亚世光电,2023-11-30,二接三阳,—,阳,1.16,小阳0~3,-0.7,-1.0,2.9,6.9,2,下,2.76,3.29,断4~7天,6.0,1.0,3.5,-8.2,11-17,下影-0→实体+6,10.01,-10.01,-10.01,2023-11,2023
002952.SZSE,亚世光电,2023-12-22,二接三阳,—,阳,3.97,大阳3~5,0.4,-2.5,-4.1,-1.3,1,下,-6.42,0.2,断8~15天,13.0,3.0,-14.2,-25.6,11-30,实体+1→下影+10,3.34,10.01,59.83,2023-12,2023
002952.SZSE,亚世光电,2023-12-25,三接四阳,—,阳,3.97,大阳3~5,0.4,-2.5,-4.1,-1.3,1,下,-6.42,0.2,断8~15天,13.0,3.0,-14.2,-25.6,11-30,实体+1→下影+10→实体+3,2.62,10.01,45.28,2023-12,2023
002952.SZSE,亚世光电,2024-02-23,二接三阴,—,阴,-1.4,小阴-3~0,2.3,-5.7,-16.6,-23.7,1,下,-11.29,-9.07,断8~15天,10.0,1.0,-17.3,-34.1,01-29,下影-2→实体+2,3.01,10.01,8.92,2024-02,2024
002952.SZSE,亚世光电,2024-02-26,三接四阴,A2,阴,-1.4,小阴-3~0,2.3,-5.7,-16.6,-23.7,1,下,-11.29,-9.07,断8~15天,10.0,1.0,-17.3,-34.1,01-29,下影-2→实体+2→下影+3,4.01,9.99,-1.0,2024-02,2024
002952.SZSE,亚世光电,2024-08-15,二接三阴,—,阴,-1.88,小阴-3~0,-0.4,-1.7,-0.3,-1.4,0,下,1.09,-0.89,断8~15天,10.0,1.0,2.8,-10.5,07-29,实体-2→下影+3,1.67,10.0,-1.0,2024-08,2024
002953.SZSE,日丰股份,2024-12-16,二接三阳,—,阳,1.83,小阳0~3,3.8,6.1,10.5,12.3,4,上,4.64,2.58,60日内无板,,,,,,下影+0→下影+4,8.99,9.98,8.93,2024-12,2024
002953.SZSE,日丰股份,2024-12-17,三接四阳,—,阳,1.83,小阳0~3,3.8,6.1,10.5,12.3,4,上,4.64,2.58,60日内无板,,,,,,下影+0→下影+4→下影+9,4.95,10.03,-0.95,2024-12,2024
002961.SZSE,瑞达期货,2023-08-01,二接三阴,—,阴,-0.73,小阴-3~0,0.1,0.5,1.4,2.3,4,上,0.73,1.34,60日内无板,,,,,,下影+0→下影+6,4.16,-10.05,-10.05,2023-08,2023
002962.SZSE,五方光电,2023-12-11,二接三阳,—,阳,3.72,大阳3~5,0.9,1.4,3.0,4.5,4,上,1.69,1.16,断4~7天,6.0,1.0,5.5,-9.1,11-28,实体-4→下影-0,3.91,-3.91,-3.91,2023-12,2023
002962.SZSE,五方光电,2024-01-02,二接三阳,—,阳,3.19,大阳3~5,6.9,10.9,14.0,20.3,4,上,-0.77,5.62,断2~3天,2.0,1.0,14.9,-0.9,12-25,实体-3→下影+3,6.52,-21.42,-21.42,2024-01,2024
002963.SZSE,豪尔赛,2024-04-02,三接四阴,—,阴,-5.77,巨阴≤-5,-4.0,-3.4,0.4,3.5,2,下,3.7,1.54,60日内无板,,,,,,下影+3→一字+10→一字+10,3.25,-22.63,-22.63,2024-04,2024
002963.SZSE,豪尔赛,2025-05-09,二接三阳,—,阳,3.07,大阳3~5,4.1,5.0,7.2,4.7,4,上,2.34,-0.57,60日内无板,,,,,,一字+10→一字+10,9.99,-23.37,-23.37,2025-05,2025
002963.SZSE,豪尔赛,2026-08-04,二接三阴,—,阴,-6.97,巨阴≤-5,-7.2,-9.1,-24.4,-32.3,0,下,-15.78,-11.65,断16~60天,28.0,1.0,-38.3,-45.5,06-22,实体+3→下影+5,6.12,10.01,15.7,2026-08,2026
002963.SZSE,豪尔赛,2026-08-05,三接四阴,—,阴,-6.97,巨阴≤-5,-7.2,-9.1,-24.4,-32.3,0,下,-15.78,-11.65,断16~60天,28.0,1.0,-38.3,-45.5,06-22,实体+3→下影+5→下影+6,5.07,10.01,5.17,2026-08,2026
002968.SZSE,新大正,2025-09-29,二接三阳,—,阳,0.19,小阳0~3,1.4,1.6,-0.5,-0.9,2,上,-2.08,-1.05,60日内无板,,,,,,下影+0→下影+2,0.0,-18.9,-18.9,2025-09,2025
002969.SZSE,嘉美包装,2026-01-13,二接三阳,—,阳,8.21,巨阳≥5,16.6,42.9,96.7,132.2,4,上,57.82,40.81,断2~3天,2.0,10.0,27.2,1.4,12-30,实体+0→一字+10,10.01,5.87,-4.71,2026-01,2026
002970.SZSE,锐明技术,2024-10-08,二接三阳,—,阳,1.61,小阳0~3,-1.8,-3.9,-2.8,-1.6,0,下,-0.92,1.27,60日内无板,,,,,,实体+1→下影+10,10.01,-5.35,-5.35,2024-10,2024
002971.SZSE,和远气体,2026-05-18,二接三阳,—,阳,2.81,小阳0~3,3.8,4.2,7.1,9.6,4,上,1.51,1.95,断2~3天,2.0,1.0,9.3,-4.3,05-11,下影+3→下影-2,-0.51,-15.02,-15.02,2026-05,2026
002971.SZSE,和远气体,2026-06-11,二接三阳,—,阳,0.84,小阳0~3,7.4,11.8,10.3,13.7,4,上,2.0,3.45,断2~3天,2.0,1.0,16.6,1.9,06-04,下影+3→实体+10,10.01,10.01,7.64,2026-06,2026
002971.SZSE,和远气体,2026-06-12,三接四阳,—,阳,0.84,小阳0~3,7.4,11.8,10.3,13.7,4,上,2.0,3.45,断2~3天,2.0,1.0,16.6,1.9,06-04,下影+3→实体+10→下影+10,4.27,-2.15,-2.15,2026-06,2026
002971.SZSE,和远气体,2026-08-07,二接三阳,—,阳,5.57,巨阳≥5,1.1,-4.5,-18.2,-32.3,1,下,-10.27,-17.07,断16~60天,23.0,2.0,-50.0,-58.0,07-02,下影+0→下影+1,6.64,-2.2,-2.2,2026-08,2026
002975.SZSE,博杰股份,2024-02-28,三接四阳,—,阳,4.1,大阳3~5,2.5,6.8,-7.4,-15.5,2,上,-8.42,-6.83,断4~7天,4.0,1.0,13.1,-5.3,02-08,下影+6→一字+10→一字+10,10.01,0.4,0.4,2024-02,2024
002975.SZSE,博杰股份,2025-09-03,二接三阳,—,阳,0.61,小阳0~3,1.1,-0.2,1.9,9.3,3,下,0.52,4.28,断8~15天,12.0,1.0,9.1,-6.4,08-13,一字+10→一字+10,10.0,-1.72,-1.72,2025-09,2025
002975.SZSE,博杰股份,2026-08-06,二接三阴,—,阴,-4.73,大阴-5~-3,-5.3,-12.8,-26.1,-35.9,0,下,-14.91,-12.67,断8~15天,14.0,1.0,-38.2,-44.3,07-14,下影+1→下影+5,3.5,5.23,5.23,2026-08,2026
002976.SZSE,瑞玛精密,2023-07-11,三接四阴,—,阴,-3.24,大阴-5~-3,2.7,5.5,8.2,9.3,4,上,3.07,2.13,断1天,1.0,1.0,6.5,-4.7,07-04,下影-2→一字+10→一字+10,6.76,-9.66,-9.66,2023-07,2023
002976.SZSE,瑞玛精密,2024-01-03,三接四阳,—,阳,4.96,大阳3~5,2.3,1.8,-3.7,-6.7,2,上,-3.21,-4.26,断16~60天,22.0,1.0,-8.8,-21.2,11-27,下影+3→一字+10→一字+10,10.01,-26.32,-26.32,2024-01,2024
002976.SZSE,瑞玛精密,2025-12-02,二接三阳,—,阳,1.33,小阳0~3,3.1,1.1,0.5,1.9,4,上,-2.42,0.0,60日内无板,,,,,,实体+0→下影+1,-0.99,-10.0,-10.0,2025-12,2025
002979.SZSE,雷赛智能,2024-10-09,二接三阳,—,阳,3.84,大阳3~5,7.7,10.5,7.7,6.2,4,上,-1.07,0.13,断16~60天,40.0,1.0,18.3,-7.8,07-31,下影+4→下影+10,-3.52,-11.42,-11.42,2024-10,2024
002979.SZSE,雷赛智能,2026-07-06,二接三阳,—,阳,3.05,大阳3~5,6.7,6.2,7.4,4.6,4,上,2.04,-0.16,断16~60天,32.0,1.0,5.7,-17.5,05-15,一字+10→一字+10,7.84,-9.42,-9.42,2026-07,2026
002980.SZSE,华盛昌,2026-03-03,二接三阳,—,阳,4.86,大阳3~5,7.3,11.6,14.6,15.7,4,上,5.57,2.14,60日内无板,,,,,,实体-1→一字+10,10.01,-2.97,-2.97,2026-03,2026
002980.SZSE,华盛昌,2026-04-15,二接三阴,—,阴,-4.8,大阴-5~-3,2.6,12.5,24.5,33.1,4,上,16.61,10.0,断2~3天,3.0,2.0,15.0,-2.0,04-07,实体+0→实体+2,6.69,-5.78,-5.78,2026-04,2026
002981.SZSE,朝阳科技,2023-11-01,二接三阴,B1,阴,-0.65,小阴-3~0,-1.0,-1.7,-2.6,-2.1,0,下,-2.02,0.17,60日内无板,,,,,,实体-0→下影+7,7.52,10.01,21.97,2023-11,2023
